,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
9178,2,67.5,0,0.0,1828.733333,0.002985075,0.0,0.0,2,2,1,2,Other,False,False,1,0,0,0,0,0,0,0,0
9179,1,5.0,1,17.75,3009.042857,0.003617021,6.992767815,0.0,Other,2,Other,3,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9181,3,42.5,0,0.0,5972.416667,0.003508772,70.33953705,0.0,2,6,1,3,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9182,0,0.0,2,34.0,5485.017857,0.005517241,0.0,0.0,2,2,1,13,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9183,0,0.0,0,0.0,1773.25,0.04375,0.0,0.0,2,2,3,13,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9184,0,0.0,0,0.0,496.0,0.018181818,0.0,0.0,Other,12,Other,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9186,0,0.0,0,0.0,1461.833333,0.021052632,23.82324931,0.0,2,2,1,1,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
9188,0,0.0,0,0.0,914.5,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9189,0,0.0,0,0.0,128.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9190,0,0.0,0,0.0,468.5416667,0.014814815,0.0,0.0,Other,2,3,3,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9191,1,4.0,0,0.0,1409.53355,0.0,0.0,0.0,Other,2,3,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9192,5,126.25,0,0.0,286.5166667,0.005263158,0.0,0.0,Other,1,Other,10,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9193,0,0.0,0,0.0,842.75,0.0,0.0,0.0,2,5,3,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9194,0,0.0,0,0.0,910.2333333,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9196,5,62.0,0,0.0,3815.166667,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9199,6,131.75,0,0.0,789.4166667,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9200,0,0.0,0,0.0,221.0,0.0,0.0,0.0,Other,2,1,1,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9201,0,0.0,0,0.0,1916.873737,0.017391304,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9202,3,182.6428571,3,119.375,2671.06994,0.000275482,37.59646822,0.0,2,5,Other,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9203,0,0.0,0,0.0,6505.333333,0.036,0.0,0.0,2,2,Other,1,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9205,0,0.0,0,0.0,565.6666667,0.015,0.0,0.0,2,4,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9206,2,67.5,0,0.0,294.0,0.0,0.0,0.0,Other,1,3,8,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9207,0,0.0,0,0.0,278.2916667,0.0,0.0,0.0,2,2,Other,10,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9208,3,103.0,2,58.5,2807.149729,0.0,0.0,0.0,2,2,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
9209,3,88.0,0,0.0,64.0,0.0,0.0,0.0,Other,2,1,2,Other,False,False,1,0,0,0,0,0,0,0,0
9211,2,90.0,1,47.5,1186.141667,0.0,0.0,0.0,2,10,3,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9212,0,0.0,0,0.0,70.0,0.0,0.0,0.0,Other,1,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
9215,4,99.125,0,0.0,876.3,0.0,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9217,0,0.0,0,0.0,357.3333333,0.0,0.0,0.0,Other,1,3,2,Other,False,False,1,0,0,0,0,0,0,0,0
9220,2,133.5,0,0.0,454.3333333,0.0,0.0,0.0,Other,2,1,3,Other,False,False,0,0,0,0,0,0,1,0,0
9221,0,0.0,0,0.0,777.1166667,0.0,0.0,0.0,2,2,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
9225,3,33.0,0,0.0,386.4166667,0.0,0.0,0.0,2,2,1,2,Other,False,True,1,0,0,0,0,0,0,0,0
9226,0,0.0,0,0.0,79.75,0.0,0.0,0.0,2,4,1,2,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9228,0,0.0,0,0.0,999.8333333,0.0,0.0,0.0,2,2,1,8,Other,True,False,1,0,0,0,0,0,0,0,0
9229,3,112.75,6,287.5,1491.5,0.013968254,5.772982827,0.0,Other,1,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9230,0,0.0,0,0.0,35.5,0.0,0.0,0.0,2,6,1,11,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9231,0,0.0,0,0.0,444.6333333,0.0,0.0,0.0,2,4,1,10,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9232,0,0.0,0,0.0,93.0,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9233,0,0.0,2,248.5,4218.074847,0.009985097,0.624510388,0.0,2,2,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9234,1,10.0,0,0.0,700.0,0.0,29.62188989,0.0,2,2,Other,10,Returning_Visitor,False,True,1,0,0,0,0,0,0,0,0
9235,2,115.0,0,0.0,1940.293452,0.01717251,0.0,0.0,Other,1,3,10,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9236,4,55.25,0,0.0,705.5,0.0,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9237,6,91.75,0,0.0,380.6666667,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9239,3,37.5,0,0.0,607.5,0.0,361.7637419,0.0,2,2,3,2,Other,False,True,0,0,0,0,0,0,1,0,0
9241,0,0.0,0,0.0,112.7083333,0.04,0.0,0.0,Other,2,Other,11,Other,True,False,0,0,0,0,0,0,1,0,0
9243,0,0.0,0,0.0,252.75,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9244,0,0.0,0,0.0,857.1833333,0.0,0.0,0.0,2,2,Other,10,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9245,0,0.0,1,15.0,3626.003223,0.00751634,0.0,0.0,Other,1,Other,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9246,0,0.0,0,0.0,512.25,0.0,0.0,0.0,Other,2,1,11,Other,False,False,1,0,0,0,0,0,0,0,0
9248,4,196.5,3,72.5,7569.248612,0.007646236,4.770910365,0.0,Other,2,1,13,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9251,2,92.0,2,59.5,2207.757143,0.009756098,0.0,0.0,Other,2,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9252,6,86.58333333,2,160.0,1119.854167,0.004545455,27.03986205,0.0,2,2,Other,8,Other,True,False,0,0,0,0,0,0,1,0,0
9253,9,65.16666667,0,0.0,5969.573168,0.001538462,10.69237969,0.0,2,1,1,2,Other,False,True,0,0,0,0,0,0,1,0,0
9255,0,0.0,0,0.0,5178.531731,0.003896104,0.0,0.0,2,2,3,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9256,0,0.0,0,0.0,426.5,0.0,0.0,0.0,2,2,1,2,Other,False,False,0,0,0,0,0,0,1,0,0
9257,4,56.5,2,8.0,198.25,0.018181818,0.0,0.0,Other,8,3,6,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9258,2,57.5,0,0.0,1226.0,0.0,143.4766783,0.0,2,2,Other,2,Other,True,True,1,0,0,0,0,0,0,0,0
9259,0,0.0,0,0.0,108.9166667,0.02,0.0,0.0,2,4,1,10,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9260,2,115.8888889,2,45.5,1198.024145,0.003888889,14.50274386,0.0,Other,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9261,0,0.0,0,0.0,2606.779545,0.006666667,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9262,4,131.0,0,0.0,285.5,0.033333333,0.0,0.0,Other,2,Other,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9264,0,0.0,4,8.0,1514.83631,0.022887324,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9265,0,0.0,0,0.0,896.5,0.0,0.0,0.0,2,2,3,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9266,3,89.5,0,0.0,1572.2,0.017687075,20.11392747,0.0,Other,2,1,3,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9267,2,30.0,1,0.0,567.25,0.0,0.0,0.0,2,5,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9268,0,0.0,0,0.0,5878.940603,0.008962264,0.0,0.0,Other,2,1,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9269,0,0.0,0,0.0,314.6964286,0.0,0.0,0.0,2,2,3,2,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9270,0,0.0,0,0.0,445.625,0.019354839,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9272,2,39.5,0,0.0,986.9333333,0.044166667,0.0,0.0,Other,1,3,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9273,5,140.25,4,282.0,213.5,0.0,0.0,0.0,Other,2,1,2,Other,False,True,0,0,0,0,0,0,1,0,0
9274,0,0.0,0,0.0,549.2,0.019230769,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9275,3,38.5,0,0.0,130.05,0.023529412,0.0,0.0,Other,1,3,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9277,3,92.75,2,7.0,1347.9625,0.008333333,32.4141704,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9278,0,0.0,0,0.0,1040.1,0.0,128.8278691,0.0,2,2,Other,2,Other,False,True,1,0,0,0,0,0,0,0,0
9280,3,115.5,0,0.0,1833.244643,0.0,18.61684302,0.0,2,2,Other,2,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
9281,0,0.0,0,0.0,138.375,0.0,0.0,0.0,2,2,1,2,Other,False,False,1,0,0,0,0,0,0,0,0
9282,0,0.0,0,0.0,445.0,0.0,0.0,0.0,2,2,3,2,Other,False,False,1,0,0,0,0,0,0,0,0
9284,0,0.0,1,10.0,2366.192105,0.01247191,0.0,0.0,2,4,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9285,2,47.5,0,0.0,472.4166667,0.0,0.0,0.0,Other,1,1,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9286,0,0.0,0,0.0,1438.0,0.0,100.1655678,0.0,Other,1,1,3,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9287,0,0.0,0,0.0,125.5,0.007407407,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9288,0,0.0,0,0.0,143.25,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9289,0,0.0,0,0.0,145.5,0.0,0.0,0.0,Other,1,3,2,Other,False,False,0,0,0,0,0,0,1,0,0
9290,0,0.0,0,0.0,117.75,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9292,5,134.5,0,0.0,237.6666667,0.0,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9293,4,126.0769231,2,43.33333333,1395.445862,0.038927739,48.66071756,0.0,Other,2,1,10,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9294,2,67.5,0,0.0,1660.0,0.022727273,0.0,0.0,2,5,1,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9296,0,0.0,0,0.0,1368.0,0.004545455,0.0,0.0,2,5,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9297,5,85.5,0,0.0,2188.258333,0.0,45.58268367,0.0,2,2,Other,8,Other,True,True,0,0,0,0,0,0,1,0,0
9299,3,130.5,0,0.0,876.55,0.003076923,0.0,0.0,Other,1,1,8,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9300,0,0.0,0,0.0,3184.815705,0.00015674,0.0,0.0,2,2,1,10,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9301,6,138.5,0,0.0,546.6071429,0.013095238,0.0,0.0,Other,8,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9303,2,15.0,0,0.0,523.25,0.0375,28.18955966,0.0,Other,2,1,8,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9304,0,0.0,0,0.0,801.05,0.004444444,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9305,0,0.0,0,0.0,92.25,0.041666667,0.0,0.0,Other,2,Other,13,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9308,0,0.0,0,0.0,1558.25,0.0,0.0,0.0,Other,2,3,2,Other,True,False,0,0,0,0,0,0,1,0,0
9309,0,0.0,0,0.0,312.35,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9310,0,0.0,0,0.0,573.75,0.0,0.0,0.0,Other,2,Other,2,Other,False,False,0,0,0,0,0,0,1,0,0
9312,0,0.0,0,0.0,241.4,0.029166667,0.0,0.0,Other,2,Other,13,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9313,0,0.0,0,0.0,2259.047619,0.008163265,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9315,0,0.0,0,0.0,1338.778571,0.011111111,0.0,0.0,Other,1,1,3,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9316,0,0.0,1,98.66666667,3085.25,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9317,0,0.0,0,0.0,3723.529739,0.001094276,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9318,5,65.5,0,0.0,354.5833333,0.014285714,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9319,1,14.0,0,0.0,1317.795833,0.01,0.0,0.0,Other,2,Other,1,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9321,0,0.0,0,0.0,661.4455285,0.000754717,0.0,0.0,Other,2,1,11,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9322,3,163.3333333,0,0.0,1949.647252,0.00742268,0.0,0.0,Other,1,1,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9323,1,65.5,0,0.0,1544.855159,0.012244898,0.0,0.0,Other,2,1,1,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9324,5,173.2632132,0,0.0,1465.555338,0.02384954,20.6672459,0.0,Other,2,3,1,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9325,0,0.0,0,0.0,70.5,0.0,0.0,0.0,2,10,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9326,0,0.0,0,0.0,3247.583333,0.025531915,0.0,0.0,2,4,Other,1,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9327,1,12.0,0,0.0,1733.658333,0.0,0.0,0.0,Other,2,1,3,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9328,0,0.0,0,0.0,82.5,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9329,2,13.0,0,0.0,477.5,0.0125,0.0,0.0,2,5,1,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9330,1,45.5,3,1021.666667,3376.027564,0.007518797,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9331,0,0.0,0,0.0,629.8583333,0.006060606,0.0,0.0,2,2,3,1,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9333,4,41.0,0,0.0,2428.35,0.020512821,9.442927064,0.0,2,5,3,3,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9334,0,0.0,3,34.3,4045.726634,0.009993099,0.0,0.0,Other,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9335,8,103.0,0,0.0,2081.5,0.0,24.54706296,0.0,2,2,3,2,Other,True,True,0,0,0,0,0,0,1,0,0
9336,10,187.6944444,5,495.5,2743.213113,0.000199005,1.483210939,0.0,2,2,1,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9337,0,0.0,0,0.0,203.5,0.018181818,0.0,0.0,Other,5,3,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9338,0,0.0,0,0.0,254.5,0.0,0.0,0.0,2,2,1,2,Other,False,True,0,0,0,0,0,0,1,0,0
9339,3,34.0,0,0.0,161.55,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9340,3,92.0,0,0.0,4155.620833,0.002553191,0.0,0.0,Other,2,1,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9341,2,12.625,3,95.0,1268.125,0.008333333,25.04441774,0.0,2,2,1,10,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9343,0,0.0,0,0.0,2374.5,0.0,0.0,0.0,2,5,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9346,3,129.0,0,0.0,2378.263492,0.005333333,4.141458811,0.0,2,6,Other,1,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9347,3,21.0,0,0.0,2587.530411,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9348,7,150.375,0,0.0,219.5833333,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9349,0,0.0,0,0.0,1542.35,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
9350,1,55.5,1,18.0,444.75,0.0,21.2112655,0.0,2,5,1,10,Other,False,True,0,0,0,0,0,0,1,0,0
9351,4,66.0,0,0.0,1423.790476,0.005454545,0.0,0.0,2,4,Other,20,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9354,0,0.0,0,0.0,234.1,0.0,0.0,0.0,Other,2,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9355,4,88.0,1,1174.0,6014.398401,0.009530632,1.53931845,0.0,Other,2,1,2,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
9357,0,0.0,0,0.0,3181.5,0.002777778,0.0,0.0,2,2,1,13,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9358,0,0.0,0,0.0,383.0,0.0,0.0,0.0,2,2,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
9359,0,0.0,0,0.0,530.625,0.0,0.0,0.0,2,5,3,3,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9360,1,47.5,0,0.0,1202.875,0.0,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9361,3,35.0,0,0.0,117.0833333,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9362,0,0.0,3,38.5,1835.556213,0.019984314,0.0,0.0,Other,1,3,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9363,0,0.0,0,0.0,867.7777778,0.0,0.0,0.0,2,2,3,1,Other,False,False,1,0,0,0,0,0,0,0,0
9364,4,31.70833333,1,4.0,946.3934211,0.02254902,10.37175846,0.0,Other,1,3,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9366,4,52.66666667,0,0.0,2303.183333,0.005714286,0.0,0.0,2,2,1,2,Returning_Visitor,True,False,1,0,0,0,0,0,0,0,0
9367,2,54.5,0,0.0,66.5,0.0,0.0,0.0,Other,13,Other,20,Other,False,False,1,0,0,0,0,0,0,0,0
9368,9,175.9345238,4,54.5,6606.783899,0.00373444,8.896836973,0.0,2,2,1,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9369,0,0.0,0,0.0,15.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9370,4,42.0,1,28.5,1367.0,0.0,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9372,6,63.08333333,0,0.0,3486.370682,0.009364162,0.0,0.0,Other,1,1,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9373,0,0.0,0,0.0,1267.25,0.02,0.0,0.0,Other,8,Other,11,Other,True,False,0,0,0,0,0,0,1,0,0
9374,2,96.0,0,0.0,1260.524994,0.0,131.5040438,0.0,2,2,Other,10,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
9375,0,0.0,0,0.0,2239.363889,0.02,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9376,4,37.0,0,0.0,224.25,0.0,0.0,0.0,2,2,3,2,Other,False,False,0,0,0,0,0,0,1,0,0
9377,0,0.0,3,16.0,1621.766667,0.007894737,0.0,0.0,2,2,1,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9378,6,71.2,0,0.0,3800.089234,0.003883495,3.179063602,0.0,Other,1,3,1,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9379,0,0.0,0,0.0,925.8988095,0.02,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9380,0,0.0,0,0.0,212.9166667,0.0,0.0,0.0,Other,2,Other,2,Other,False,False,0,0,0,0,0,0,1,0,0
9381,2,47.5,1,17.0,1202.916667,0.015813953,0.0,0.0,2,6,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9382,10,162.2291667,0,0.0,2681.998105,0.010185185,4.195335178,0.0,Other,2,3,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9383,5,80.25,0,0.0,2618.681061,0.005797101,17.60939304,0.0,Other,2,1,8,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9385,0,0.0,0,0.0,740.1666667,0.0,0.0,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9386,2,30.75,0,0.0,4760.778303,0.01212528,0.0,0.0,Other,2,Other,13,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9387,0,0.0,0,0.0,4262.966667,0.0,65.29516039,0.0,2,10,Other,1,Returning_Visitor,True,True,1,0,0,0,0,0,0,0,0
9388,0,0.0,0,0.0,130.75,0.04,0.0,0.0,Other,2,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9389,0,0.0,3,45.5,3228.502137,0.005932203,0.0,0.0,Other,2,1,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9390,1,37.5,0,0.0,2018.3,0.005681818,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9391,0,0.0,0,0.0,47.0,0.0,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9392,1,0.0,0,0.0,658.25,0.035497835,0.0,0.0,Other,2,Other,13,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9393,0,0.0,0,0.0,109.25,0.0,0.0,0.0,Other,13,Other,20,Other,False,False,1,0,0,0,0,0,0,0,0
9395,0,0.0,0,0.0,4.0,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9397,0,0.0,0,0.0,82.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9398,3,22.0,0,0.0,4251.74125,0.003947368,0.0,0.0,2,2,1,10,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9401,0,0.0,0,0.0,125.5,0.0,0.0,0.0,2,2,Other,11,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9402,4,76.0,0,0.0,5106.262991,0.003723404,0.0,0.0,2,2,3,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9403,0,0.0,3,191.3333333,1315.455182,0.0,0.0,0.0,Other,2,3,2,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
9405,0,0.0,0,0.0,98.66666667,0.015384615,0.0,0.0,2,2,3,13,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9407,1,6.333333333,0,0.0,1378.166667,0.005555556,0.0,0.0,2,2,1,13,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9408,0,0.0,0,0.0,348.25,0.0,0.0,0.0,2,2,1,6,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9409,0,0.0,0,0.0,382.25,0.018181818,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9410,0,0.0,0,0.0,256.5,0.0,0.0,0.0,2,2,3,3,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9411,0,0.0,0,0.0,249.0,0.04,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9412,4,98.91666667,0,0.0,4096.712716,0.002654867,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9413,1,18.0,0,0.0,1288.130556,0.003278689,13.63692586,0.0,2,10,1,3,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
9414,0,0.0,0,0.0,594.0,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9415,5,158.7,0,0.0,1364.266667,0.007692308,0.0,0.0,Other,2,3,2,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
9417,0,0.0,0,0.0,189.25,0.027272727,0.0,0.0,2,5,1,1,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9418,4,98.5,0,0.0,281.75,0.0,0.0,0.0,Other,1,3,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9419,7,87.91666667,1,0.0,1621.025379,0.004081633,6.02352321,0.0,Other,1,3,2,Returning_Visitor,False,False,1,0,0,0,0,0,0,0,0
9420,0,0.0,0,0.0,2323.166667,0.010810811,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9422,3,38.0,0,0.0,15.0,0.0,0.0,0.0,2,2,1,2,Other,False,False,0,0,0,0,0,0,1,0,0
9423,0,0.0,0,0.0,459.6666667,0.028571429,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
9424,3,30.5,0,0.0,2431.242995,0.0,0.0,0.0,2,2,Other,6,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
